"2018-08-22"," ","ES0133578007","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA FIJA MIXTA INTERNACIONAL","FI_MIXINT","No"," "," ","912188938.61","7804,00","-1.03","-0.58","-0.59","n.d.","1.66","-0.33"
"2018-08-22"," ","ES0133878001","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA FIJA MIXTA INTERNACIONAL","FI_MIXINT","No"," "," ","819577041.85","7296,00","-0.74","-0.79","-0.16","n.d.","4.85","0.58"
"2018-08-22","G-83004937","ES0133878035","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA FIJA MIXTA INTERNACIONAL","FI_MIXINT","S","0.018"," ","559702462.65","23831,00","-1.32","-1.01","-0.6","10.53","2.06","-0.32"
"2018-08-22"," ","ES0168703017","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA VARIABLE INTERNACIONAL","EQ_MIXINT","No"," "," ","2715963.77","36,00","-1.71","-1.05","-0.96","n.d.","n.d.","-0.06"
"2018-08-22"," ","ES0157037013","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA VARIABLE MIXTA INTERNAC.","EQ_MIXINT","No"," "," ","15832345.9","126,00","-1.55","-1.15","-0.72","n.d.","4.66","-0.06"
"2018-08-23","G-59418814","ES0138907037","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA FIJA MIXTA INTERNACIONAL","EQ_MIXINT","No","0.0061","0.0022","10960002.44","170,00","-0.88","-1.43","-1.2","5.32","-0.03","0.97"
"2018-08-22"," ","ES0157037021","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA VARIABLE MIXTA INTERNAC.","EQ_MIXINT","No"," "," ","4317045,00","53,00","-1.11","-1.34","0.13","n.d.","8.36","1.96"
"2018-08-22"," ","ES0133620007","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE MIXTA INTERNAC.","EQ_MIXINT","No"," "," ","210235035.75","1965,00","-0.14","-0.98","0.59","n.d.","9.45","1.99"
"2018-08-22","G-83004929","ES0133620031","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE MIXTA INTERNAC.","EQ_MIXINT","No","0.02"," ","162015459.43","6166,00","-0.79","-1.23","0.09","21.76","6.21","0.97"
"2018-08-22","G-82002395","ES0133661035","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE EURO","EQ_EURO2","S","0.0225"," ","54946451.22","3104,00","0.07","-5.23","0.77","28.69","7.58","0.64"
"2018-08-23","G-82176652","ES0147101036","0182 - POPULAR GESTION PRIVADA","0094 - RBC INVESTOR SERVICES ESPA?A ","RENTA VARIABLE EURO","EQ_EURO2","S","0.02","0.001","17117741.26","408,00","-3.03","-2.64","0,00","25.57","10.14","0.96"
"2018-08-22","G-84403724","ES0127025031","0004 - ALLIANZ POPULAR ASSET MANAGEM.","0144 - BNP PARIBAS SECURITIES S. S. ESP. ","RENTA VARIABLE INTERN.EUROPA","EQ_EURO","No","0.019","0.0015","63998118.26","3033,00","-1.36","-4.18","-0.02","42.76","15.01","0.64"
